,Player_Name,Country,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
6602,Abbas Ghani,HUN,3.0,0,31,2,10.33,1,Malta,Marsa,4 Feb 2025
6603,R Smith,BHM,4.0,0,31,2,7.75,1,Cayman,George Town,24 Apr 2025
6604,L Denny,COK,4.0,0,31,2,7.75,1,Japan,Sano,9 May 2025
6605,S Godara,CAM,4.0,0,31,2,7.75,1,Indonesia,Bali,12 Jun 2025
6606,Z Burgess,BER,3.1,0,31,2,9.78,2,Cayman,King City (NE),12 Jun 2025
6607,J Stanigze,SWE,4.0,0,31,2,7.75,2,Norway,Ishoj,15 Jun 2025
6608,Arif Ullah,MAS,4.0,0,31,2,7.75,1,Hong Kong,Singapore,18 Jul 2025
6609,S Sola,Samoa,4.0,0,31,2,7.75,1,Hong Kong,Singapore,19 Jul 2025
6610,DM Gondaria,KENYA,3.5,0,31,2,8.08,2,U.A.E.,Entebbe,23 Jul 2025
6611,Akif Raja,UAE,4.0,0,31,2,7.75,1,Uganda,Entebbe,27 Jul 2025
6612,F Nsubuga,UGA,3.0,0,31,2,10.33,2,U.A.E.,Entebbe,27 Jul 2025
6613,Bilal Zalmai,AUT,4.0,0,31,2,7.75,1,Belgium,Latschach,24 Aug 2025
6614,WAE Burton,SRB,3.0,0,31,2,10.33,1,Hungary,Szodliget,31 Aug 2025
6615,Rishad Hossain,BAN,4.0,0,31,2,7.75,1,Hong Kong,Abu Dhabi,11 Sep 2025
6616,Sikandar Raza,ZIM,4.0,0,31,2,7.75,2,Namibia,Bulawayo,15 Sep 2025
6617,Aamir Kaleem,OMA,3.0,0,31,2,10.33,1,India,Abu Dhabi,19 Sep 2025
6618,D Maisuria,BOT,4.0,0,31,2,7.75,1,Nigeria,Harare,2 Oct 2025
6619,SA Okpe,NGA,4.0,0,31,2,7.75,1,Uganda,Harare,4 Oct 2025
6620,MM Baig,QAT,4.0,0,31,2,7.75,1,Samoa,Al Amerat,16 Oct 2025
6621,Saim Ayub,PAK,4.0,0,31,2,7.75,1,South Africa,Rawalpindi,28 Oct 2025
6622,JO Holder,WI,4.0,0,31,2,7.75,1,New Zealand,Nelson,9 Nov 2025
6623,JDS Neesham,NZ,3.4,0,31,2,8.45,1,West Indies,Dunedin,13 Nov 2025
6624,Mohamed Turay,SLE,4.0,0,31,2,7.75,1,Rwanda,Abuja,8 Dec 2025
6625,Ayaz Dadabhai,Zamb,4.0,0,31,2,7.75,1,Nigeria,Abuja,8 Dec 2025
6626,R Coker,SLE,4.0,0,31,2,7.75,2,Zambia,Abuja,9 Dec 2025
6627,NA Karnik,SGP,4.0,0,31,2,7.75,1,Philippines,Bangkok,10 Dec 2025
6628,Nyein Cham Soe,MYAN,2.0,0,31,2,15.5,1,Bhutan,Gelephu,29 Dec 2025
6629,Haider Ali,UAE,4.0,0,31,2,7.75,1,Ireland,Dubai (DICS),29 Jan 2026
6630,LA Dawson,ENG,4.0,0,31,2,7.75,1,Sri Lanka,Pallekele,30 Jan 2026
6631,Mujeeb Ur Rahman,AFG,4.0,0,31,2,7.75,2,New Zealand,Chennai,8 Feb 2026
6632,Mujeeb Ur Rahman,AFG,4.0,0,31,2,7.75,1,U.A.E.,Delhi,16 Feb 2026
6633,Usman Tariq,PAK,4.0,0,31,2,7.75,2,England,Pallekele,24 Feb 2026
6634,C Bosch,SA,4.0,0,31,2,7.75,1,West Indies,Ahmedabad,26 Feb 2026
6635,Simi Singh,IRE,4.0,0,32,2,8,2,Nepal,Al Amerat,14 Feb 2022
6636,CA Young,IRE,4.0,0,32,2,8,2,Oman,Al Amerat,22 Feb 2022
6637,Z Simpson,GIBR,2.5,0,32,2,11.29,2,Malta,Marsa,10 May 2022
6638,Ritik Tomar,CZK-R,3.0,0,32,2,10.66,1,Malta,Marsa,12 May 2022
6639,Rashid Khan,AFG,4.0,0,32,2,8,2,Zimbabwe,Harare,12 Jun 2022
6640,Sulaiman Ali,BUL,3.0,0,32,2,10.66,1,Serbia,Sofia,25 Jun 2022
6641,H Lakov,BUL,4.0,0,32,2,8,1,Serbia,Sofia,26 Jun 2022
6642,HV Mandhyan,HUN,4.0,0,32,2,8,1,Denmark,Gent,28 Jun 2022
6643,J Shaju,MLT,3.0,0,32,2,10.66,1,Gibraltar,Waterloo,3 Jul 2022
6644,YS Chahal,IND,4.0,0,32,2,8,2,England,Southampton,7 Jul 2022
6645,S Bau,PNG,4.0,1,32,2,8,1,Zimbabwe,Bulawayo,15 Jul 2022
6646,Shamsullah Ehsan,TKY,3.0,0,32,2,10.66,1,Cyprus,Vantaa,16 Jul 2022
6647,Noman Amjad,Fran,4.0,0,32,2,8,1,Guernsey,Kerava,31 Jul 2022
6648,S Veerapathiran,BHR,3.3,0,32,2,9.14,2,Kuwait,Al Amerat,16 Aug 2022
6649,C Karunaratne,SL,4.0,0,32,2,8,1,Bangladesh,Dubai (DICS),1 Sep 2022
6650,SM Tupou,Fiji,4.0,0,32,2,8,1,Cook Islands,Port vila,10 Sep 2022
6651,AU Rashid,ENG,4.0,0,32,2,8,2,Pakistan,Karachi,23 Sep 2022
6652,DJ Willey,ENG,4.0,0,32,2,8,1,Pakistan,Lahore,30 Sep 2022
6653,PJ Cummins,AUS,4.0,0,32,2,8,2,West Indies,Brisbane,7 Oct 2022
6654,BTJ Wheal,SCOT,4.0,0,32,2,8,2,West Indies,Hobart,17 Oct 2022
6655,M Theekshana,SL,4.0,0,32,2,8,2,Netherlands,Geelong,20 Oct 2022
6656,BJ McCarthy,IRE,4.0,0,32,2,8,2,Zimbabwe,Harare,15 Jan 2023
6657,GC Murtaza,CAM,4.0,0,32,2,8,2,Singapore,Phnom Penh,4 May 2023
6658,DC Smith,PHI,4.0,0,32,2,8,1,Cambodia,Phnom Penh,10 May 2023
6659,Shahid Afridi,GER,3.0,0,32,2,10.66,1,Belgium,Krefeld,11 Jun 2023
6660,KV Morea,PNG,4.0,0,32,2,8,2,Philippines,Port Moresby,28 Jul 2023
6661,Ghulam Ahmadi,GER,3.5,0,32,2,8.34,2,Italy,Edinburgh,28 Jul 2023
6662,M Prasidh Krishna,IND,4.0,0,32,2,8,1,Ireland,Dublin (Malahide),18 Aug 2023
6663,R Athapaththu,ROM,4.0,0,32,2,8,1,Malta,Ilfov County,19 Aug 2023
6664,Z Bimenyimana,RWN,4.0,0,32,2,8,1,Uganda,Rwanda,20 Aug 2023
6665,E Sebareme,RWN,4.0,0,32,2,8,2,Uganda,Rwanda,27 Aug 2023
6666,Bipin Kumar,QAT,4.0,0,32,2,8,1,Oman,Doha,17 Sep 2023
6667,Ehsan Khan,HKG,4.0,0,32,2,8,1,Malaysia,Kuala Lumpur,19 Sep 2023
6668,D Robson,EST,3.5,0,32,2,8.34,2,Gibraltar,Gibraltar,30 Sep 2023
6669,Junaid Siddique,UAE,4.0,0,32,2,8,1,Bahrain,Mulpani,30 Oct 2023
6670,Bilal Khan,OMA,4.0,0,32,2,8,2,Malaysia,Kirtipur,30 Oct 2023
6671,DJ Hawoe,INA,3.0,0,32,2,10.66,1,Cambodia,Bali,20 Nov 2023
6672,Ravi Bishnoi,IND,4.0,0,32,2,8,2,Australia,Guwahati,28 Nov 2023
6673,JP Behrendorff,AUS,4.0,0,32,2,8,1,India,Raipur,1 Dec 2023
6674,MA Baig,MWI,4.0,0,32,2,8,2,Uganda,Benoni,13 Dec 2023
6675,AU Rashid,ENG,4.0,0,32,2,8,1,West Indies,St George's,16 Dec 2023
6676,Azmatullah Omarzai,AFG,4.0,0,32,2,8,1,U.A.E.,Sharjah,2 Jan 2024
6677,Junaid Siddique,UAE,3.3,0,32,2,9.14,2,Afghanistan,Sharjah,2 Jan 2024
6678,LM Jongwe,ZIM,2.0,0,32,2,16,1,Sri Lanka,Colombo (RPS),16 Jan 2024
6679,Nazwan Ismail,MDV,3.0,0,32,2,10.66,1,Japan,Bangkok,4 Feb 2024
6680,N Pokana,PNG,4.0,0,32,2,8,1,Oman,Al Amerat,7 Mar 2024
6681,PW Hasaranga,SL,4.0,0,32,2,8,2,Bangladesh,Sylhet,9 Mar 2024
6682,NM Odhiambo,KENYA,3.0,0,32,2,10.66,1,Uganda,Accra,23 Mar 2024
6683,RV Viraj,CAM,2.0,0,32,2,16,1,Oman,Al Amerat,14 Apr 2024
6684,MNM Aslam,KUW,2.0,0,32,2,16,1,Oman,Al Amerat,17 Apr 2024
6685,T Amarmend,MNG,4.0,0,32,2,8,1,Japan,Sano,12 May 2024
6686,N Peter,SA,4.0,0,32,2,8,1,West Indies,Kingston,25 May 2024
6687,CA Young,IRE,4.0,0,32,2,8,1,Canada,New York,7 Jun 2024
6688,PW Hasaranga,SL,4.0,0,32,2,8,2,Bangladesh,Dallas,7 Jun 2024
6689,Aqib Iqbal,AUT,4.0,0,32,2,8,1,France,Rome,16 Jun 2024
6690,Karanbir Singh,AUT,4.0,0,32,2,8,1,France,Rome,16 Jun 2024
6691,Kuldeep Yadav,IND,4.0,0,32,2,8,2,Afghanistan,Bridgetown,20 Jun 2024
6692,K Rabada,SA,4.0,0,32,2,8,2,England,Gros Islet,21 Jun 2024
6693,Tanzim Hasan Sakib,BAN,4.0,0,32,2,8,1,India,North Sound,22 Jun 2024
6694,A Limdawala,MWI,4.0,0,32,2,8,1,Kenya,Nairobi,4 Jul 2024
6695,V Zimonjic,SRB,4.0,0,32,2,8,1,Switzerland,Krefeld,11 Jul 2024
6696,KK Ahmed,IND,4.0,0,32,2,8,1,Zimbabwe,Harare,13 Jul 2024
6697,YI Patel,KUW,4.0,0,32,2,8,2,Malaysia,Kuala Lumpur,25 Aug 2024
6698,JR Hazlewood,AUS,4.0,0,32,2,8,2,England,Southampton,11 Sep 2024
6699,K Bhurtel,NEP,3.0,0,32,2,10.66,2,Oman,King City (NW),29 Sep 2024
6700,NP Kenjige,USA,4.0,0,32,2,8,1,U.A.E.,Windhoek,4 Oct 2024
6701,MP Yadav,IND,4.0,0,32,2,8,2,Bangladesh,Hyderabad,12 Oct 2024
6702,PW Hasaranga,SL,3.0,0,32,2,10.66,2,West Indies,Dambulla,15 Oct 2024
6703,Jasdeep Singh,USA,4.0,0,32,2,8,1,Nepal,Dallas,19 Oct 2024
6704,Usman Najeeb,KSA,4.0,0,32,2,8,1,Bahrain,Doha,19 Nov 2024
6705,Ali Dawood,BHR,4.0,0,32,2,8,2,Saudi Arabia,Doha,19 Nov 2024
6706,Utkarsh Jain,CAM,3.0,0,32,2,10.66,1,Qatar,Doha,23 Nov 2024
6707,B Leo,STHEL,4.0,0,32,2,8,2,Sierra Leone,Abuja,26 Nov 2024
6708,Ishtiaq Ahmad,KSA,4.0,0,32,2,8,1,Oman,ICCA Dubai,18 Dec 2024
6709,AR Patel,IND,4.0,0,32,2,8,1,England,Chennai,25 Jan 2025
6710,J Overton,ENG,4.0,0,32,2,8,1,India,Pune,31 Jan 2025
6711,MA Wood,ENG,4.0,0,32,2,8,1,India,Wankhede,2 Feb 2025
6712,Amar Sharma,MLT,4.0,0,32,2,8,1,Hungary,Marsa,3 Feb 2025
6713,Umair Tariq,AUT,3.0,0,32,2,10.66,1,Malta,Marsa,5 Feb 2025
6714,B Arends,Falk,4.0,0,32,2,8,1,Costa Rica,Guacima,11 Mar 2025
6715,Kashif Khan,SGP,4.0,0,32,2,8,1,Saudi Arabia,Kuala Lumpur,25 Apr 2025
6716,W Ngowhuad,THA,2.5,0,32,2,11.29,1,Singapore,Kuala Lumpur,26 Apr 2025
6717,Syed Aziz,MAS,4.0,0,32,2,8,2,Saudi Arabia,Kuala Lumpur,2 May 2025
6718,S Desungnoen,THA,4.0,0,32,2,8,1,Japan,Sano,8 May 2025
6719,S Koppolu,SVN,4.0,0,32,2,8,1,Austria,Latschach,17 May 2025
6720,Shoriful Islam,BAN,3.0,0,32,2,10.66,1,Pakistan,Lahore,28 May 2025
6721,JTS Sumerauer,JER,4.0,0,32,2,8,2,Guernsey,St Saviour,7 Jun 2025
6722,KR Ebanks,CAY,4.0,0,32,2,8,1,Canada,King City (NE),13 Jun 2025
6723,Qamar Mushtaque,NOR,4.0,0,32,2,8,1,Sweden,Ishoj,15 Jun 2025
6724,DVD Madampage,SKOR,4.0,0,32,2,8,2,Philippines,Bali,9 Jul 2025
6725,SM Sharif,SCOT,4.0,0,32,2,8,2,Jersey,The Hague,11 Jul 2025
6726,S Maduranga,SKOR,4.0,0,32,2,8,1,Philippines,Bali,12 Jul 2025
6727,N Tanner,PHI,4.0,0,32,2,8,2,South Korea,Bali,12 Jul 2025
6728,Waji Ul Hassan,KSA,4.0,0,32,2,8,1,Qatar,Doha,19 Jul 2025
6729,JO Holder,WI,4.0,0,32,2,8,2,Australia,Kingston,20 Jul 2025
6730,PSRK Sudarshan,SGP,4.0,0,32,2,8,1,Hong Kong,Singapore,24 Jul 2025
6731,Muhammad Saqlain,HUN,4.0,0,32,2,8,2,Luxembourg,Szodliget,27 Jul 2025
6732,Habib Khan,EST,4.0,0,32,2,8,2,Finland,Tallinn,27 Jul 2025
6733,NT Ellis,AUS,3.4,0,32,2,8.72,1,West Indies,Basseterre,28 Jul 2025
6734,K Rabada,SA,4.0,0,32,2,8,2,Australia,Cairns,16 Aug 2025
6735,Rameez Khan,ROM,4.0,0,32,2,8,2,Czech Rep.,Ilfov County,22 Aug 2025
6736,Aziz Mohammad,BEL,4.0,0,32,2,8,2,Austria,Latschach,23 Aug 2025
6737,Haider Ali,UAE,4.0,0,32,2,8,1,Pakistan,Sharjah,30 Aug 2025
6738,M Heingo,NAM,3.0,0,32,2,10.66,1,South Africa,Windhoek,11 Oct 2025
6739,JO Holder,WI,4.0,0,32,2,8,1,Bangladesh,Chattogram,31 Oct 2025
6740,F Banunaek,INA,3.0,0,32,2,10.66,1,Bahrain,Bali,18 Nov 2025
6741,N Tanner,PHI,4.0,0,32,2,8,1,Thailand,Bangkok,13 Dec 2025
6742,BJ McCarthy,IRE,3.0,0,32,2,10.66,2,Oman,Colombo (SSC),14 Feb 2026
6743,JC Archer,ENG,4.0,0,32,2,8,1,Pakistan,Pallekele,24 Feb 2026
6744,RM Dorji,BHU,3.0,0,32,2,10.66,1,Thailand,Bangkok,26 Feb 2026
6745,PW Hasaranga,SL,4.0,0,33,2,8.25,1,Australia,Sydney,13 Feb 2022
6746,Fayaz Khan,GER,3.0,0,33,2,11,1,U.A.E.,Al Amerat,19 Feb 2022
6747,SN Thakur,IND,4.0,0,33,2,8.25,2,West Indies,Eden Gardens,20 Feb 2022
6748,Usman Qadir,PAK,4.0,0,33,2,8.25,2,Australia,Lahore,5 Apr 2022
6749,A Ashokan,CZK-R,4.0,0,33,2,8.25,2,Gibraltar,Marsa,11 May 2022
6750,TL Chatara,ZIM,4.0,0,33,2,8.25,1,Afghanistan,Harare,12 Jun 2022
6751,Murid Ekrami,BEL,4.0,0,33,2,8.25,2,Denmark,Waterloo,1 Jul 2022
6752,Ehsan Khan,HKG,4.0,0,33,2,8.25,1,Singapore,Bulawayo,15 Jul 2022
6753,JB Little,IRE,4.0,0,33,2,8.25,2,New Zealand,Belfast,22 Jul 2022
6754,S Lamichhane,NEP,4.0,0,33,2,8.25,1,Kenya,Nairobi (Gym),25 Aug 2022
6755,Arshdeep Singh,IND,3.5,0,33,2,8.6,1,Pakistan,Dubai (DICS),28 Aug 2022
6756,SO Ngoche,KENYA,4.0,0,33,2,8.25,1,Nepal,Nairobi (Gym),30 Aug 2022
6757,S Ravoka,Fiji,4.0,0,33,2,8.25,1,Samoa,Port vila,11 Sep 2022
6758,C Karunaratne,SL,4.0,0,33,2,8.25,2,Pakistan,Dubai (DICS),11 Sep 2022
6759,DR Sams,AUS,3.5,0,33,2,8.6,2,India,Hyderabad,25 Sep 2022
6760,KP Meiyappan,UAE,4.0,0,33,2,8.25,1,Bangladesh,Dubai (DICS),25 Sep 2022
6761,Aayan Afzal Khan,UAE,4.0,0,33,2,8.25,1,Bangladesh,Dubai (DICS),27 Sep 2022
6762,OC McCoy,WI,3.0,0,33,2,11,1,Australia,Brisbane,7 Oct 2022
6763,Mohammad Wasim,1,4.0,0,33,2,8.25,1,Bangladesh,Christchurch,13 Oct 2022
6764,Kim Daeyeon,SKOR,3.0,0,33,2,11,1,Japan,Sano,15 Oct 2022
6765,Shakib Al Hasan,BAN,3.0,0,33,2,11,1,South Africa,Sydney,27 Oct 2022
6766,CR Woakes,ENG,4.0,0,33,2,8.25,2,New Zealand,Brisbane,1 Nov 2022
6767,Shakib Al Hasan,BAN,4.0,0,33,2,8.25,1,India,Adelaide,2 Nov 2022
6768,JR Hazlewood,AUS,4.0,0,33,2,8.25,2,Afghanistan,Adelaide,4 Nov 2022
6769,TA Boult,NZ,4.0,0,33,2,8.25,2,Pakistan,Sydney,9 Nov 2022
6770,Sami Sohail,MWI,4.0,0,33,2,8.25,1,Botswana,Rwanda,20 Nov 2022
6771,Usman Najeeb,KSA,4.0,0,33,2,8.25,2,Bahrain,Al Amerat,21 Nov 2022
6772,SA Jumbe,TAN,4.0,0,33,2,8.25,1,Uganda,Rwanda,15 Dec 2022
6773,LH Ferguson,NZ,4.0,1,33,2,8.25,2,India,Ranchi,27 Jan 2023
6774,Shahrukh Quddus,KUW,4.0,0,33,2,8.25,1,Bahrain,Mong Kok,12 Mar 2023
6775,JA Fitzgerald,GIBR,3.0,0,33,2,11,2,Portugal,Albergaria,11 Apr 2023
6776,Shaheen Shah Afridi,PAK,4.0,0,33,2,8.25,1,New Zealand,Lahore,17 Apr 2023
6777,LT Bichard,GUE,4.0,0,33,2,8.25,2,Jersey,St Martin,7 Jul 2023
6778,A Dhingra,LUX,4.0,0,33,2,8.25,1,Malta,Marsa,11 Jul 2023
6779,DC Smith,PHI,4.0,0,33,2,8.25,1,P.N.G.,Port Moresby,23 Jul 2023
6780,SVE Bharathi,GER,4.0,0,33,2,8.25,1,Denmark,Edinburgh,23 Jul 2023
6781,G Chohan,PHI,4.0,0,33,2,8.25,1,Japan,Port Moresby,26 Jul 2023
6782,R Shepherd,WI,4.0,0,33,2,8.25,2,India,Tarouba,3 Aug 2023
6783,S Thakor,TAN,4.0,0,33,2,8.25,2,Uganda,Rwanda,20 Aug 2023
6784,SA Jumbe,TAN,4.0,0,33,2,8.25,1,Uganda,Rwanda,24 Aug 2023
6785,S Thakor,TAN,4.0,0,33,2,8.25,1,Uganda,Rwanda,30 Aug 2023
6786,SH Johnson,AUS,3.3,0,33,2,9.42,2,South Africa,Durban,30 Aug 2023
6787,Imran Anwar,BHR,4.0,0,33,2,8.25,2,U.A.E.,Doha,22 Sep 2023
6788,M Aboagye,GHA,4.0,0,33,2,8.25,2,Nigeria,Lagos,11 Oct 2023
6789,Sompal Kami,NEP,4.0,0,33,2,8.25,1,U.A.E.,Mulpani,23 Oct 2023
6790,LM Jongwe,ZIM,4.0,0,33,2,8.25,1,Namibia,Windhoek,27 Oct 2023
6791,GC Murtaza,CAM,4.0,0,33,2,8.25,1,Indonesia,Bali,21 Nov 2023
6792,R Ngarava,ZIM,4.0,0,33,2,8.25,2,Ireland,Harare,9 Dec 2023
6793,Mukesh Kumar,IND,4.0,0,33,2,8.25,1,Afghanistan,Mohali,11 Jan 2024
6794,IS Sodhi,NZ,4.0,0,33,2,8.25,2,Pakistan,Hamilton,14 Jan 2024
6795,B Muzarabani,ZIM,4.0,0,33,2,8.25,2,Sri Lanka,Colombo (RPS),14 Jan 2024
6796,A Shukla,HKG,4.0,0,33,2,8.25,1,Qatar,Doha,1 Mar 2024
6797,BJ McCarthy,IRE,4.0,0,33,2,8.25,1,Afghanistan,Sharjah,17 Mar 2024
6798,Virandeep Singh,MAS,3.2,0,33,2,9.9,2,Qatar,Al Amerat,15 Apr 2024
6799,Rishad Hossain,BAN,4.0,0,33,2,8.25,1,Zimbabwe,Chattogram,5 May 2024
6800,Abbas Afridi,PAK,4.0,0,33,2,8.25,1,Ireland,Dublin,12 May 2024
6801,C Campher,IRE,4.0,0,33,2,8.25,2,Netherlands,The Hague,19 May 2024
6802,Virendra Kumar,ISR,4.0,0,33,2,8.25,2,Hungary,Rome,12 Jun 2024
6803,D Wotu,VAN,4.0,0,33,2,8.25,1,Samoa,Apia (No 2),20 Aug 2024
6804,W Nalisa,VAN,4.0,0,33,2,8.25,1,Samoa,Apia (No 2),24 Aug 2024
6805,PA van Meekeren,NED,3.0,0,33,2,11,2,U.S.A.,Utrecht,25 Aug 2024
6806,T Amarmend,MNG,3.0,0,33,2,11,1,Kuwait,Kuala Lumpur,30 Aug 2024
6807,A Zampa,AUS,4.0,0,33,2,8.25,1,Scotland,Edinburgh,4 Sep 2024
6808,Rizwan Haider,MAS,4.0,0,33,2,8.25,2,Hong Kong,Kuala Lumpur,7 Sep 2024
6809,T van der Gugten,NED,4.0,0,33,2,8.25,2,Oman,Al Amerat,13 Nov 2024
6810,Imran Khan,BHR,4.0,0,33,2,8.25,2,Saudi Arabia,Doha,19 Nov 2024
6811,Z Bimenyimana,RWN,4.0,0,33,2,8.25,1,Botswana,Rwanda,6 Dec 2024
6812,E Rukiriza,RWN,4.0,0,33,2,8.25,1,Nigeria,Rwanda,9 Dec 2024
6813,Usman Najeeb,KSA,4.0,0,33,2,8.25,1,Oman,ICCA Dubai,18 Dec 2024
6814,PW Hasaranga,SL,4.0,0,33,2,8.25,1,New Zealand,Mount Maunganui,28 Dec 2024
6815,HH Pandya,IND,4.0,0,33,2,8.25,1,England,Rajkot,28 Jan 2025
6816,JC Archer,ENG,4.0,0,33,2,8.25,2,India,Rajkot,28 Jan 2025
6817,Nimish Lathief,KUW,3.0,0,33,2,11,1,Qatar,Mong Kok,12 Apr 2025
6818,S Ravikumar,CRC,4.0,0,33,2,8.25,1,Mexico,Panama City,17 Apr 2025
6819,R Shepherd,WI,4.0,0,33,2,8.25,1,England,Chester-le-Street,6 Jun 2025
6820,V Zimonjic,SRB,4.0,1,33,2,8.25,2,Slovenia,Belgrade,8 Jun 2025
6821,GC Murtaza,CAM,4.0,0,33,2,8.25,1,Indonesia,Bali,11 Jun 2025
6822,Shakeel Zeb,DEN,4.0,0,33,2,8.25,2,Sweden,Koge,14 Jun 2025
6823,E Karimi,DEN,4.0,0,33,2,8.25,2,Sweden,Koge,14 Jun 2025
6824,K Hinds,BHM,3.0,0,33,2,11,2,Canada,King City (NW),21 Jun 2025
6825,B McMullen,SCOT,4.0,0,33,2,8.25,2,Netherlands,The Hague,8 Jul 2025
6826,Jakob Gul,BUL,4.0,0,33,2,8.25,1,Gibraltar,Sofia,13 Jul 2025
6827,D Parashar,UAE,4.0,0,33,2,8.25,2,Kenya,Entebbe,18 Jul 2025
6828,Saghir Khan,UAE,4.0,0,33,2,8.25,1,Uganda,Entebbe,19 Jul 2025
6829,JA Duffy,NZ,4.0,0,33,2,8.25,1,South Africa,Harare,22 Jul 2025
6830,TT Maposa,ZIM,4.0,0,33,2,8.25,1,New Zealand,Harare,24 Jul 2025
6831,Luca Petre,ROM,3.5,0,33,2,8.6,2,Austria,Szodliget,25 Jul 2025
6832,A Zampa,AUS,4.0,0,33,2,8.25,2,South Africa,Darwin,10 Aug 2025
6833,Aziz Mohammad,BEL,4.0,0,33,2,8.25,2,Austria,Latschach,24 Aug 2025
6834,PVD Chameera,SL,4.0,0,33,2,8.25,1,Zimbabwe,Harare,7 Sep 2025
6835,LI Salomone,MOZ,4.0,0,33,2,8.25,1,Eswatini,Malkerns,13 Sep 2025
6836,J Ramanandi,OMA,4.0,0,33,2,8.25,1,India,Abu Dhabi,19 Sep 2025
6837,S Dube,IND,4.0,0,33,2,8.25,1,Pakistan,Dubai (DICS),21 Sep 2025
6838,Rishad Hossain,BAN,4.0,0,33,2,8.25,1,Afghanistan,Sharjah,2 Oct 2025
6839,KV Morea,PNG,4.0,0,33,2,8.25,1,Oman,Al Amerat,10 Oct 2025
6840,CV Varun,IND,4.0,0,33,2,8.25,1,Australia,Hobart,2 Nov 2025
6841,B Evans,ZIM,4.0,0,33,2,8.25,1,Afghanistan,Harare,2 Nov 2025
6842,RL Chase,WI,4.0,0,33,2,8.25,1,New Zealand,Auckland,6 Nov 2025
6843,Suhail Sattar,TLS,4.0,0,33,2,8.25,1,Myanmar,Bali,12 Nov 2025
6844,DJ Hawoe,INA,4.0,0,33,2,8.25,1,Cambodia,Bali,26 Dec 2025
6845,Arshdeep Singh,IND,4.0,0,33,2,8.25,1,New Zealand,Visakhapatnam,28 Jan 2026
6846,JA Duffy,NZ,3.4,0,33,2,9,2,India,Visakhapatnam,28 Jan 2026
6847,M Beardman,AUS,4.0,0,33,2,8.25,1,Pakistan,Lahore,29 Jan 2026
6848,BJ McCarthy,IRE,4.0,0,33,2,8.25,2,U.A.E.,Dubai (DICS),31 Jan 2026
6849,A Dutt,NED,4.0,0,33,2,8.25,2,Pakistan,Colombo (SSC),7 Feb 2026
6850,J Overton,ENG,4.0,0,33,2,8.25,1,West Indies,Wankhede,11 Feb 2026
6851,CA Young,IRE,4.0,0,34,2,8.5,1,U.A.E.,Al Amerat,18 Feb 2022
6852,CBRLS Kumara,SL,4.0,0,34,2,8.5,1,Australia,Melbourne,20 Feb 2022
6853,Sompal Kami,NEP,4.0,0,34,2,8.5,2,P.N.G.,Kirtipur,31 Mar 2022
6854,A Bohara,NEP,4.0,0,34,2,8.5,2,P.N.G.,Kirtipur,31 Mar 2022
6855,B Jagroo,BHM,4.0,0,34,2,8.5,1,Cayman,George Town,14 Apr 2022
6856,Mohammad Asaduzzaman,FIN,4.0,0,34,2,8.5,1,Denmark,Brondby,7 May 2022
6857,Naveed Ahmed,CZK-R,4.0,0,34,2,8.5,1,Romania,Marsa,13 May 2022
6858,L Bruce,GIBR,4.0,0,34,2,8.5,2,Bulgaria,Marsa,15 May 2022
6859,Ali Yalmaz,HUN,4.0,0,34,2,8.5,1,Israel,Waterloo,3 Jul 2022
6860,TK Lal,CZK-R,4.0,0,34,2,8.5,2,Austria,Vinor,9 Jul 2022
6861,CA Young,IRE,4.0,0,34,2,8.5,1,New Zealand,Belfast,20 Jul 2022
6862,Awais Ikram,SVN,3.0,0,34,2,11.33,1,Austria,Kerava,25 Jul 2022
6863,Abul Farhad,CZK-R,3.0,0,34,2,11.33,1,Switzerland,Kerava,30 Jul 2022
6864,LM Jongwe,ZIM,4.0,0,34,2,8.5,2,Bangladesh,Harare,30 Jul 2022
6865,Janak Prakash,SGP,4.0,0,34,2,8.5,1,Hong Kong,Al Amerat,20 Aug 2022
6866,C Dickson,COK,4.0,0,34,2,8.5,2,Fiji,Port vila,10 Sep 2022
6867,SM Tupou,Fiji,4.0,0,34,2,8.5,1,Vanuatu,Port vila,13 Sep 2022
6868,FA Cossa,MOZ,4.0,0,34,2,8.5,1,Botswana,Benoni,19 Sep 2022
6869,Shadab Khan,PAK,4.0,0,34,2,8.5,2,England,Lahore,30 Sep 2022
6870,KA Maharaj,SA,4.0,0,34,2,8.5,2,India,Indore,4 Oct 2022
6871,TG Southee,NZ,4.0,0,34,2,8.5,1,Bangladesh,Christchurch,9 Oct 2022
6872,Mosaddek Hossain,BAN,4.0,0,34,2,8.5,2,Zimbabwe,Brisbane,30 Oct 2022
6873,S Veerapathiran,BHR,4.0,0,34,2,8.5,1,Saudi Arabia,Al Amerat,21 Nov 2022
6874,SA Jumbe,TAN,3.0,0,34,2,11.33,1,Uganda,Rwanda,22 Dec 2022
6875,Rashid Khan,AFG,4.0,0,34,2,8.5,1,U.A.E.,Abu Dhabi,16 Feb 2023
6876,Rizwan Butt,BHR,4.0,0,34,2,8.5,1,Malaysia,Mong Kok,9 Mar 2023
6877,DJ Hawoe,INA,4.0,0,34,2,8.5,1,Malaysia,Phnom Penh,2 May 2023
6878,Zahid Zadran,GER,3.0,0,34,2,11.33,2,Belgium,Krefeld,9 Jun 2023
