Player,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
SR Bhudia,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),26 Aug 2022
Najibullah Zadran,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),27 Aug 2022
Hazratullah Zazai,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),27 Aug 2022
Karim Janat,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),27 Aug 2022
Ibrahim Zadran,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),27 Aug 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),27 Aug 2022
PBB Rajapaksa,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),27 Aug 2022
MD Gunathilaka,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),27 Aug 2022
MD Shanaka,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),27 Aug 2022
BKG Mendis,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),27 Aug 2022
P Nissanka,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),27 Aug 2022
G Malla,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),28 Aug 2022
Aarif Sheikh,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),28 Aug 2022
RK Paudel,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),28 Aug 2022
A Saud,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),28 Aug 2022
RR Patel,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),28 Aug 2022
IA Karim,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),28 Aug 2022
SR Bhudia,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),28 Aug 2022
S Singh,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),28 Aug 2022
KD Karthik,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),28 Aug 2022
RG Sharma,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),28 Aug 2022
V Kohli,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),28 Aug 2022
KL Rahul,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),28 Aug 2022
SA Yadav,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),28 Aug 2022
Mohammad Rizwan,DNB,-,-,-,-,2,India,Dubai (DICS),28 Aug 2022
Babar Azam,DNB,-,-,-,-,2,India,Dubai (DICS),28 Aug 2022
Iftikhar Ahmed,DNB,-,-,-,-,2,India,Dubai (DICS),28 Aug 2022
Asif Ali,DNB,-,-,-,-,2,India,Dubai (DICS),28 Aug 2022
Fakhar Zaman,DNB,-,-,-,-,2,India,Dubai (DICS),28 Aug 2022
Khushdil Shah,DNB,-,-,-,-,2,India,Dubai (DICS),28 Aug 2022
G Malla,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),29 Aug 2022
Aarif Sheikh,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),29 Aug 2022
P Sarraf,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),29 Aug 2022
RK Paudel,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),29 Aug 2022
A Saud,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),29 Aug 2022
AA Obanda,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),29 Aug 2022
NM Odhiambo,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),29 Aug 2022
SR Bhudia,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),29 Aug 2022
S Singh,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),29 Aug 2022
RR Patel,DNB,-,-,-,-,1,Nepal,Nairobi (Gym),30 Aug 2022
IA Karim,DNB,-,-,-,-,1,Nepal,Nairobi (Gym),30 Aug 2022
SR Bhudia,DNB,-,-,-,-,1,Nepal,Nairobi (Gym),30 Aug 2022
S Singh,DNB,-,-,-,-,1,Nepal,Nairobi (Gym),30 Aug 2022
G Malla,DNB,-,-,-,-,2,Kenya,Nairobi (Gym),30 Aug 2022
P Sarraf,DNB,-,-,-,-,2,Kenya,Nairobi (Gym),30 Aug 2022
RK Paudel,DNB,-,-,-,-,2,Kenya,Nairobi (Gym),30 Aug 2022
A Saud,DNB,-,-,-,-,2,Kenya,Nairobi (Gym),30 Aug 2022
Najibullah Zadran,DNB,-,-,-,-,1,Bangladesh,Sharjah,30 Aug 2022
Hazratullah Zazai,DNB,-,-,-,-,1,Bangladesh,Sharjah,30 Aug 2022
Karim Janat,DNB,-,-,-,-,1,Bangladesh,Sharjah,30 Aug 2022
Ibrahim Zadran,DNB,-,-,-,-,1,Bangladesh,Sharjah,30 Aug 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,1,Bangladesh,Sharjah,30 Aug 2022
Mahmudullah,DNB,-,-,-,-,2,Afghanistan,Sharjah,30 Aug 2022
Mushfiqur Rahim,DNB,-,-,-,-,2,Afghanistan,Sharjah,30 Aug 2022
Anamul Haque,DNB,-,-,-,-,2,Afghanistan,Sharjah,30 Aug 2022
Afif Hossain,DNB,-,-,-,-,2,Afghanistan,Sharjah,30 Aug 2022
Mohammad Naim,DNB,-,-,-,-,2,Afghanistan,Sharjah,30 Aug 2022
Nizakat Khan,DNB,-,-,-,-,1,India,Dubai (DICS),31 Aug 2022
Zeeshan Ali,DNB,-,-,-,-,1,India,Dubai (DICS),31 Aug 2022
KD Shah,DNB,-,-,-,-,1,India,Dubai (DICS),31 Aug 2022
SS McKechnie,DNB,-,-,-,-,1,India,Dubai (DICS),31 Aug 2022
Babar Hayat,DNB,-,-,-,-,1,India,Dubai (DICS),31 Aug 2022
KD Karthik,DNB,-,-,-,-,2,Hong Kong,Dubai (DICS),31 Aug 2022
RG Sharma,DNB,-,-,-,-,2,Hong Kong,Dubai (DICS),31 Aug 2022
KL Rahul,DNB,-,-,-,-,2,Hong Kong,Dubai (DICS),31 Aug 2022
SA Yadav,DNB,-,-,-,-,2,Hong Kong,Dubai (DICS),31 Aug 2022
RR Pant,DNB,-,-,-,-,2,Hong Kong,Dubai (DICS),31 Aug 2022
PBB Rajapaksa,DNB,-,-,-,-,1,Bangladesh,Dubai (DICS),1 Sep 2022
MD Gunathilaka,DNB,-,-,-,-,1,Bangladesh,Dubai (DICS),1 Sep 2022
MD Shanaka,DNB,-,-,-,-,1,Bangladesh,Dubai (DICS),1 Sep 2022
BKG Mendis,DNB,-,-,-,-,1,Bangladesh,Dubai (DICS),1 Sep 2022
KIC Asalanka,DNB,-,-,-,-,1,Bangladesh,Dubai (DICS),1 Sep 2022
P Nissanka,DNB,-,-,-,-,1,Bangladesh,Dubai (DICS),1 Sep 2022
Mahmudullah,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),1 Sep 2022
Mushfiqur Rahim,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),1 Sep 2022
Sabbir Rahman,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),1 Sep 2022
Mosaddek Hossain,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),1 Sep 2022
Afif Hossain,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),1 Sep 2022
Nizakat Khan,DNB,-,-,-,-,1,Pakistan,Sharjah,2 Sep 2022
Zeeshan Ali,DNB,-,-,-,-,1,Pakistan,Sharjah,2 Sep 2022
KD Shah,DNB,-,-,-,-,1,Pakistan,Sharjah,2 Sep 2022
SS McKechnie,DNB,-,-,-,-,1,Pakistan,Sharjah,2 Sep 2022
Babar Hayat,DNB,-,-,-,-,1,Pakistan,Sharjah,2 Sep 2022
Mohammad Rizwan,DNB,-,-,-,-,2,Hong Kong,Sharjah,2 Sep 2022
Babar Azam,DNB,-,-,-,-,2,Hong Kong,Sharjah,2 Sep 2022
Asif Ali,DNB,-,-,-,-,2,Hong Kong,Sharjah,2 Sep 2022
Fakhar Zaman,DNB,-,-,-,-,2,Hong Kong,Sharjah,2 Sep 2022
Khushdil Shah,DNB,-,-,-,-,2,Hong Kong,Sharjah,2 Sep 2022
PBB Rajapaksa,DNB,-,-,-,-,1,Afghanistan,Sharjah,3 Sep 2022
MD Gunathilaka,DNB,-,-,-,-,1,Afghanistan,Sharjah,3 Sep 2022
BKG Mendis,DNB,-,-,-,-,1,Afghanistan,Sharjah,3 Sep 2022
KIC Asalanka,DNB,-,-,-,-,1,Afghanistan,Sharjah,3 Sep 2022
P Nissanka,DNB,-,-,-,-,1,Afghanistan,Sharjah,3 Sep 2022
Samiullah Shinwari,DNB,-,-,-,-,2,Sri Lanka,Sharjah,3 Sep 2022
Najibullah Zadran,DNB,-,-,-,-,2,Sri Lanka,Sharjah,3 Sep 2022
Hazratullah Zazai,DNB,-,-,-,-,2,Sri Lanka,Sharjah,3 Sep 2022
Karim Janat,DNB,-,-,-,-,2,Sri Lanka,Sharjah,3 Sep 2022
Ibrahim Zadran,DNB,-,-,-,-,2,Sri Lanka,Sharjah,3 Sep 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Sri Lanka,Sharjah,3 Sep 2022
Mohammad Rizwan,DNB,-,-,-,-,1,India,Dubai (DICS),4 Sep 2022
Babar Azam,DNB,-,-,-,-,1,India,Dubai (DICS),4 Sep 2022
Iftikhar Ahmed,DNB,-,-,-,-,1,India,Dubai (DICS),4 Sep 2022
Asif Ali,DNB,-,-,-,-,1,India,Dubai (DICS),4 Sep 2022
Fakhar Zaman,DNB,-,-,-,-,1,India,Dubai (DICS),4 Sep 2022
Khushdil Shah,DNB,-,-,-,-,1,India,Dubai (DICS),4 Sep 2022
RG Sharma,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),4 Sep 2022
V Kohli,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),4 Sep 2022
KL Rahul,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),4 Sep 2022
SA Yadav,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),4 Sep 2022
DJ Hooda,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),4 Sep 2022
RR Pant,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),4 Sep 2022
PBB Rajapaksa,DNB,-,-,-,-,1,India,Dubai (DICS),6 Sep 2022
MD Gunathilaka,DNB,-,-,-,-,1,India,Dubai (DICS),6 Sep 2022
BKG Mendis,DNB,-,-,-,-,1,India,Dubai (DICS),6 Sep 2022
KIC Asalanka,DNB,-,-,-,-,1,India,Dubai (DICS),6 Sep 2022
P Nissanka,DNB,-,-,-,-,1,India,Dubai (DICS),6 Sep 2022
RG Sharma,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),6 Sep 2022
V Kohli,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),6 Sep 2022
KL Rahul,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),6 Sep 2022
SA Yadav,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),6 Sep 2022
DJ Hooda,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),6 Sep 2022
RR Pant,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),6 Sep 2022
Mohammad Rizwan,DNB,-,-,-,-,1,Afghanistan,Sharjah,7 Sep 2022
Babar Azam,DNB,-,-,-,-,1,Afghanistan,Sharjah,7 Sep 2022
Iftikhar Ahmed,DNB,-,-,-,-,1,Afghanistan,Sharjah,7 Sep 2022
Asif Ali,DNB,-,-,-,-,1,Afghanistan,Sharjah,7 Sep 2022
Fakhar Zaman,DNB,-,-,-,-,1,Afghanistan,Sharjah,7 Sep 2022
Khushdil Shah,DNB,-,-,-,-,1,Afghanistan,Sharjah,7 Sep 2022
Najibullah Zadran,DNB,-,-,-,-,2,Pakistan,Sharjah,7 Sep 2022
Hazratullah Zazai,DNB,-,-,-,-,2,Pakistan,Sharjah,7 Sep 2022
Karim Janat,DNB,-,-,-,-,2,Pakistan,Sharjah,7 Sep 2022
Ibrahim Zadran,DNB,-,-,-,-,2,Pakistan,Sharjah,7 Sep 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Pakistan,Sharjah,7 Sep 2022
Najibullah Zadran,DNB,-,-,-,-,1,India,Dubai (DICS),8 Sep 2022
Hazratullah Zazai,DNB,-,-,-,-,1,India,Dubai (DICS),8 Sep 2022
Karim Janat,DNB,-,-,-,-,1,India,Dubai (DICS),8 Sep 2022
Ibrahim Zadran,DNB,-,-,-,-,1,India,Dubai (DICS),8 Sep 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,1,India,Dubai (DICS),8 Sep 2022
V Kohli,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),8 Sep 2022
KL Rahul,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),8 Sep 2022
SA Yadav,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),8 Sep 2022
RR Pant,DNB,-,-,-,-,2,Afghanistan,Dubai (DICS),8 Sep 2022
S Ravoka,DNB,-,-,-,-,1,Vanuatu,Port vila,9 Sep 2022
SM Tupou,DNB,-,-,-,-,1,Vanuatu,Port vila,9 Sep 2022
N Acawei,DNB,-,-,-,-,1,Vanuatu,Port vila,9 Sep 2022
M Beitaki,DNB,-,-,-,-,1,Vanuatu,Port vila,9 Sep 2022
DS Maraiwai,DNB,-,-,-,-,1,Vanuatu,Port vila,9 Sep 2022
A Mansale,DNB,-,-,-,-,2,Fiji,Port vila,9 Sep 2022
R Tari,DNB,-,-,-,-,2,Fiji,Port vila,9 Sep 2022
JP Kaltapau,DNB,-,-,-,-,2,Fiji,Port vila,9 Sep 2022
W Wotu,DNB,-,-,-,-,2,Fiji,Port vila,9 Sep 2022
JD Allan,DNB,-,-,-,-,2,Fiji,Port vila,9 Sep 2022
SJ Cotter,DNB,-,-,-,-,1,Cook Islands,Port vila,9 Sep 2022
UT Kaisala,DNB,-,-,-,-,1,Cook Islands,Port vila,9 Sep 2022
CK Jasmat,DNB,-,-,-,-,1,Cook Islands,Port vila,9 Sep 2022
F Suluoto,DNB,-,-,-,-,1,Cook Islands,Port vila,9 Sep 2022
W Kokaua,DNB,-,-,-,-,2,Samoa,Port vila,9 Sep 2022
G Miller,DNB,-,-,-,-,2,Samoa,Port vila,9 Sep 2022
D Simpson,DNB,-,-,-,-,2,Samoa,Port vila,9 Sep 2022
PBB Rajapaksa,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),9 Sep 2022
MD Gunathilaka,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),9 Sep 2022
MD Shanaka,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),9 Sep 2022
BKG Mendis,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),9 Sep 2022
P Nissanka,DNB,-,-,-,-,1,Pakistan,Dubai (DICS),9 Sep 2022
Mohammad Rizwan,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),9 Sep 2022
Babar Azam,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),9 Sep 2022
Iftikhar Ahmed,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),9 Sep 2022
Asif Ali,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),9 Sep 2022
Fakhar Zaman,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),9 Sep 2022
Khushdil Shah,DNB,-,-,-,-,2,Sri Lanka,Dubai (DICS),9 Sep 2022
N Acawei,DNB,-,-,-,-,1,Cook Islands,Port vila,10 Sep 2022
M Beitaki,DNB,-,-,-,-,1,Cook Islands,Port vila,10 Sep 2022
J Baleicikoibia,DNB,-,-,-,-,1,Cook Islands,Port vila,10 Sep 2022
DS Maraiwai,DNB,-,-,-,-,1,Cook Islands,Port vila,10 Sep 2022
PV Vuniwaqa,DNB,-,-,-,-,1,Cook Islands,Port vila,10 Sep 2022
HB Dickson,DNB,-,-,-,-,2,Fiji,Port vila,10 Sep 2022
G Miller,DNB,-,-,-,-,2,Fiji,Port vila,10 Sep 2022
A Parima,DNB,-,-,-,-,2,Fiji,Port vila,10 Sep 2022
D Teinaki,DNB,-,-,-,-,2,Fiji,Port vila,10 Sep 2022
B Vakatini,DNB,-,-,-,-,2,Fiji,Port vila,10 Sep 2022
A Mansale,DNB,-,-,-,-,1,Samoa,Port vila,10 Sep 2022
R Tari,DNB,-,-,-,-,1,Samoa,Port vila,10 Sep 2022
JP Kaltapau,DNB,-,-,-,-,1,Samoa,Port vila,10 Sep 2022
W Wotu,DNB,-,-,-,-,1,Samoa,Port vila,10 Sep 2022
JD Allan,DNB,-,-,-,-,1,Samoa,Port vila,10 Sep 2022
DP Michael,DNB,-,-,-,-,2,Vanuatu,Port vila,10 Sep 2022
SJ Cotter,DNB,-,-,-,-,2,Vanuatu,Port vila,10 Sep 2022
UT Kaisala,DNB,-,-,-,-,2,Vanuatu,Port vila,10 Sep 2022
D Finau,DNB,-,-,-,-,2,Vanuatu,Port vila,10 Sep 2022
F Suluoto,DNB,-,-,-,-,2,Vanuatu,Port vila,10 Sep 2022
HB Dickson,DNB,-,-,-,-,1,Vanuatu,Port vila,11 Sep 2022
A Parima,DNB,-,-,-,-,1,Vanuatu,Port vila,11 Sep 2022
T Parima,DNB,-,-,-,-,1,Vanuatu,Port vila,11 Sep 2022
G Raymond,DNB,-,-,-,-,1,Vanuatu,Port vila,11 Sep 2022
B Vakatini,DNB,-,-,-,-,1,Vanuatu,Port vila,11 Sep 2022
A Mansale,DNB,-,-,-,-,2,Cook Islands,Port vila,11 Sep 2022
N Nipiko,DNB,-,-,-,-,2,Cook Islands,Port vila,11 Sep 2022
R Tari,DNB,-,-,-,-,2,Cook Islands,Port vila,11 Sep 2022
JP Kaltapau,DNB,-,-,-,-,2,Cook Islands,Port vila,11 Sep 2022
W Wotu,DNB,-,-,-,-,2,Cook Islands,Port vila,11 Sep 2022
JD Allan,DNB,-,-,-,-,2,Cook Islands,Port vila,11 Sep 2022
N Acawei,DNB,-,-,-,-,1,Samoa,Port vila,11 Sep 2022
M Beitaki,DNB,-,-,-,-,1,Samoa,Port vila,11 Sep 2022
J Baleicikoibia,DNB,-,-,-,-,1,Samoa,Port vila,11 Sep 2022
DS Maraiwai,DNB,-,-,-,-,1,Samoa,Port vila,11 Sep 2022
PV Vuniwaqa,DNB,-,-,-,-,1,Samoa,Port vila,11 Sep 2022
DP Michael,DNB,-,-,-,-,2,Fiji,Port vila,11 Sep 2022
SJ Cotter,DNB,-,-,-,-,2,Fiji,Port vila,11 Sep 2022
F Suluoto,DNB,-,-,-,-,2,Fiji,Port vila,11 Sep 2022
DE Roache,DNB,-,-,-,-,2,Fiji,Port vila,11 Sep 2022
Mohammad Rizwan,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),11 Sep 2022
Babar Azam,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),11 Sep 2022
Asif Ali,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),11 Sep 2022
Fakhar Zaman,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),11 Sep 2022
Khushdil Shah,DNB,-,-,-,-,1,Sri Lanka,Dubai (DICS),11 Sep 2022
PBB Rajapaksa,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),11 Sep 2022
MD Gunathilaka,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),11 Sep 2022
MD Shanaka,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),11 Sep 2022
BKG Mendis,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),11 Sep 2022
P Nissanka,DNB,-,-,-,-,2,Pakistan,Dubai (DICS),11 Sep 2022
A Parima,DNB,-,-,-,-,1,Samoa,Port vila,13 Sep 2022
T Parima,DNB,-,-,-,-,1,Samoa,Port vila,13 Sep 2022
D Simpson,DNB,-,-,-,-,1,Samoa,Port vila,13 Sep 2022
D Teinaki,DNB,-,-,-,-,1,Samoa,Port vila,13 Sep 2022
B Vakatini,DNB,-,-,-,-,1,Samoa,Port vila,13 Sep 2022
JD Baker,DNB,-,-,-,-,2,Cook Islands,Port vila,13 Sep 2022
SJ Cotter,DNB,-,-,-,-,2,Cook Islands,Port vila,13 Sep 2022
UT Kaisala,DNB,-,-,-,-,2,Cook Islands,Port vila,13 Sep 2022
D Finau,DNB,-,-,-,-,2,Cook Islands,Port vila,13 Sep 2022
F Suluoto,DNB,-,-,-,-,2,Cook Islands,Port vila,13 Sep 2022
N Acawei,DNB,-,-,-,-,1,Vanuatu,Port vila,13 Sep 2022
M Beitaki,DNB,-,-,-,-,1,Vanuatu,Port vila,13 Sep 2022
J Baleicikoibia,DNB,-,-,-,-,1,Vanuatu,Port vila,13 Sep 2022
DS Maraiwai,DNB,-,-,-,-,1,Vanuatu,Port vila,13 Sep 2022
PV Vuniwaqa,DNB,-,-,-,-,1,Vanuatu,Port vila,13 Sep 2022
A Mansale,DNB,-,-,-,-,2,Fiji,Port vila,13 Sep 2022
R Tari,DNB,-,-,-,-,2,Fiji,Port vila,13 Sep 2022
JP Kaltapau,DNB,-,-,-,-,2,Fiji,Port vila,13 Sep 2022
W Wotu,DNB,-,-,-,-,2,Fiji,Port vila,13 Sep 2022
JD Allan,DNB,-,-,-,-,2,Fiji,Port vila,13 Sep 2022
A Mansale,DNB,-,-,-,-,1,Samoa,Port vila,14 Sep 2022
N Nipiko,DNB,-,-,-,-,1,Samoa,Port vila,14 Sep 2022
R Tari,DNB,-,-,-,-,1,Samoa,Port vila,14 Sep 2022
JP Kaltapau,DNB,-,-,-,-,1,Samoa,Port vila,14 Sep 2022
JD Allan,DNB,-,-,-,-,1,Samoa,Port vila,14 Sep 2022
AJ Michael,DNB,-,-,-,-,2,Vanuatu,Port vila,14 Sep 2022
JD Baker,DNB,-,-,-,-,2,Vanuatu,Port vila,14 Sep 2022
SJ Cotter,DNB,-,-,-,-,2,Vanuatu,Port vila,14 Sep 2022
UT Kaisala,DNB,-,-,-,-,2,Vanuatu,Port vila,14 Sep 2022
F Suluoto,DNB,-,-,-,-,2,Vanuatu,Port vila,14 Sep 2022
A Parima,DNB,-,-,-,-,1,Fiji,Port vila,14 Sep 2022
T Parima,DNB,-,-,-,-,1,Fiji,Port vila,14 Sep 2022
G Raymond,DNB,-,-,-,-,1,Fiji,Port vila,14 Sep 2022
D Teinaki,DNB,-,-,-,-,1,Fiji,Port vila,14 Sep 2022
B Vakatini,DNB,-,-,-,-,1,Fiji,Port vila,14 Sep 2022
N Acawei,DNB,-,-,-,-,2,Cook Islands,Port vila,14 Sep 2022
M Beitaki,DNB,-,-,-,-,2,Cook Islands,Port vila,14 Sep 2022
J Baleicikoibia,DNB,-,-,-,-,2,Cook Islands,Port vila,14 Sep 2022
DS Maraiwai,DNB,-,-,-,-,2,Cook Islands,Port vila,14 Sep 2022
S Delai,DNB,-,-,-,-,2,Cook Islands,Port vila,14 Sep 2022
AJ Michael,DNB,-,-,-,-,1,Fiji,Port vila,15 Sep 2022
DP Michael,DNB,-,-,-,-,1,Fiji,Port vila,15 Sep 2022
SJ Cotter,DNB,-,-,-,-,1,Fiji,Port vila,15 Sep 2022
UT Kaisala,DNB,-,-,-,-,1,Fiji,Port vila,15 Sep 2022
F Suluoto,DNB,-,-,-,-,1,Fiji,Port vila,15 Sep 2022
N Acawei,DNB,-,-,-,-,2,Samoa,Port vila,15 Sep 2022
M Beitaki,DNB,-,-,-,-,2,Samoa,Port vila,15 Sep 2022
DS Maraiwai,DNB,-,-,-,-,2,Samoa,Port vila,15 Sep 2022
PV Vuniwaqa,DNB,-,-,-,-,2,Samoa,Port vila,15 Sep 2022
S Weleilakeba,DNB,-,-,-,-,2,Samoa,Port vila,15 Sep 2022
A Parima,DNB,-,-,-,-,1,Vanuatu,Port vila,15 Sep 2022
T Parima,DNB,-,-,-,-,1,Vanuatu,Port vila,15 Sep 2022
D Simpson,DNB,-,-,-,-,1,Vanuatu,Port vila,15 Sep 2022
D Teinaki,DNB,-,-,-,-,1,Vanuatu,Port vila,15 Sep 2022
B Vakatini,DNB,-,-,-,-,1,Vanuatu,Port vila,15 Sep 2022
A Mansale,DNB,-,-,-,-,2,Cook Islands,Port vila,15 Sep 2022
R Tari,DNB,-,-,-,-,2,Cook Islands,Port vila,15 Sep 2022
W Nalisa,DNB,-,-,-,-,2,Cook Islands,Port vila,15 Sep 2022
JP Kaltapau,DNB,-,-,-,-,2,Cook Islands,Port vila,15 Sep 2022
JD Allan,DNB,-,-,-,-,2,Cook Islands,Port vila,15 Sep 2022
D Muhumuza,DNB,-,-,-,-,1,Botswana,Benoni,15 Sep 2022
S Ssesazi,DNB,-,-,-,-,1,Botswana,Benoni,15 Sep 2022
K Waiswa,DNB,-,-,-,-,1,Botswana,Benoni,15 Sep 2022
F Achelam,DNB,-,-,-,-,1,Botswana,Benoni,15 Sep 2022
P Murungi,DNB,-,-,-,-,1,Botswana,Benoni,15 Sep 2022
K Motlhanka,DNB,-,-,-,-,2,Uganda,Benoni,15 Sep 2022
Z Abbasi,DNB,-,-,-,-,2,Uganda,Benoni,15 Sep 2022
V Mbazo,DNB,-,-,-,-,2,Uganda,Benoni,15 Sep 2022
P Silas,DNB,-,-,-,-,2,Uganda,Benoni,15 Sep 2022
G Kansonkho,DNB,-,-,-,-,1,Cameroon,Benoni,15 Sep 2022
GM Ntambalika,DNB,-,-,-,-,1,Cameroon,Benoni,15 Sep 2022
D Kansonkho,DNB,-,-,-,-,1,Cameroon,Benoni,15 Sep 2022
M Mwamadi,DNB,-,-,-,-,1,Cameroon,Benoni,15 Sep 2022
C Chete,DNB,-,-,-,-,1,Cameroon,Benoni,15 Sep 2022
A Limdawala,DNB,-,-,-,-,1,Cameroon,Benoni,15 Sep 2022
FJ Mpegna,DNB,-,-,-,-,2,Malawi,Benoni,15 Sep 2022
I Tchakou,DNB,-,-,-,-,2,Malawi,Benoni,15 Sep 2022
P Abanda,DNB,-,-,-,-,2,Malawi,Benoni,15 Sep 2022
AN Toube,DNB,-,-,-,-,2,Malawi,Benoni,15 Sep 2022
AN Aminou,DNB,-,-,-,-,2,Malawi,Benoni,15 Sep 2022
RGA Amah,DNB,-,-,-,-,2,Malawi,Benoni,15 Sep 2022
GF Gomes,DNB,-,-,-,-,1,Ghana,Benoni,16 Sep 2022
VE Tembo,DNB,-,-,-,-,1,Ghana,Benoni,16 Sep 2022
FE Carava,DNB,-,-,-,-,1,Ghana,Benoni,16 Sep 2022
L Emilio,DNB,-,-,-,-,1,Ghana,Benoni,16 Sep 2022
AA Navicha,DNB,-,-,-,-,1,Ghana,Benoni,16 Sep 2022
JK Vifah,DNB,-,-,-,-,2,Mozambique,Benoni,16 Sep 2022
JK Theodore,DNB,-,-,-,-,2,Mozambique,Benoni,16 Sep 2022
KM Awala,DNB,-,-,-,-,2,Mozambique,Benoni,16 Sep 2022
Devender Singh,DNB,-,-,-,-,2,Mozambique,Benoni,16 Sep 2022
GM Ntambalika,DNB,-,-,-,-,1,Kenya,Benoni,16 Sep 2022
D Kansonkho,DNB,-,-,-,-,1,Kenya,Benoni,16 Sep 2022
M Mwamadi,DNB,-,-,-,-,1,Kenya,Benoni,16 Sep 2022
C Chete,DNB,-,-,-,-,1,Kenya,Benoni,16 Sep 2022
A Limdawala,DNB,-,-,-,-,1,Kenya,Benoni,16 Sep 2022
RR Patel,DNB,-,-,-,-,2,Malawi,Benoni,16 Sep 2022
NM Odhiambo,DNB,-,-,-,-,2,Malawi,Benoni,16 Sep 2022
IA Karim,DNB,-,-,-,-,2,Malawi,Benoni,16 Sep 2022
RN Patel,DNB,-,-,-,-,2,Malawi,Benoni,16 Sep 2022
S Singh,DNB,-,-,-,-,2,Malawi,Benoni,16 Sep 2022
AR Patwa,DNB,-,-,-,-,1,Cameroon,Benoni,17 Sep 2022
Jitin Singh,DNB,-,-,-,-,1,Cameroon,Benoni,17 Sep 2022
