Player,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
PA Raikes,61,0,46,7,1,132.6,1,Portugal,Albergaria,2023-04-11
Faheem Nazir,61,0,47,6,1,129.78,1,Luxembourg,Walferdange,2023-06-24
C Campher,61,0,39,5,3,156.41,1,Italy,Edinburgh (Golden),2023-07-20
TP Ura,61,0,31,3,5,196.77,1,Philippines,Port Moresby,2023-07-28
SO Hetmyer,61,0,39,3,4,156.41,1,India,Lauderhill,2023-08-12
SA Yadav,61,0,45,4,3,135.55,1,West Indies,Lauderhill,2023-08-13
RK Paudel,61,0,27,2,6,225.92,1,Mongolia,Hangzhou,2023-09-27
DJ Mitchell,61,0,27,4,4,225.92,1,Pakistan,Auckland,2024-01-12
TP Ura,61,0,37,5,4,164.86,1,Nepal,Mong Kok,2024-03-13
R Sandaruwan,61,0,33,3,7,184.84,2,Cambodia,Al Amerat,2024-04-13
Fakhar Zaman,61,0,45,4,3,135.55,2,New Zealand,Lahore,2024-04-25
NS Dhaliwal,61,0,44,6,3,138.63,1,U.S.A.,Dallas,2024-06-01
TW Nightingale,61,0,36,6,3,169.44,2,Jersey,Port Soif,2024-06-23
Yves Cyusa,61,0,33,8,2,184.84,1,Malawi,Nairobi,2024-07-06
Nizakat Khan,61,0,40,2,4,152.5,1,Kuwait,Kuala Lumpur,2024-08-24
Maaz Khan,61,0,36,5,4,169.44,1,Mali,Dar-es-Salaam,2024-09-25
Shayan Jahangir,61,0,32,8,2,190.62,2,U.A.E.,Windhoek,2024-10-04
RP Burl,61,0,43,5,1,141.86,1,Kenya,Nairobi (Gym),2024-10-24
R Chopra,61,0,44,3,4,138.63,2,Saudi Arabia,ICCA Dubai,2024-12-19
DK Kesuma,61,0,51,4,4,119.6,1,Cambodia,Bali,2025-06-12
M Taylor,61,0,50,7,3,122.0,2,Canada,King City (NE),2025-06-12
YS Samra,61,0,38,6,4,160.52,1,Cayman,King City (NE),2025-06-13
Fiaz Ahmed,61,0,35,3,6,174.28,1,Tanzania,Blantyre,2025-07-08
BJ Bennett,61,0,43,7,3,141.86,1,South Africa,Harare,2025-07-20
AR Ramjani,61,0,34,8,1,179.41,1,U.A.E.,Entebbe,2025-07-27
Saif Hassan,61,0,45,2,4,135.55,2,Sri Lanka,Dubai (DICS),2025-09-20
Abhishek Sharma,61,0,31,8,2,196.77,1,Sri Lanka,Dubai (DICS),2025-09-26
Tanzid Hasan,61,0,48,3,3,127.08,2,West Indies,Chattogram,2025-10-29
AK Markram,61,0,46,6,2,132.6,1,India,Dharamsala,2025-12-14
RD Rickelton,61,0,28,5,4,217.85,1,Afghanistan,Ahmedabad,2026-02-11
BKG Mendis,61,0,45,7,0,135.55,1,Oman,Pallekele,2026-02-12
Ishan Kishan,61,0,24,6,5,254.16,1,Namibia,Delhi,2026-02-12
V Saini,60,1,42,8,0,142.85,1,Malta,Marsa,2022-05-15
Ibrahim Zadran,60,1,51,5,1,117.64,2,U.A.E.,Abu Dhabi,2023-02-19
VP Thamotharam,60,1,30,5,5,200.0,1,Gibraltar,Gibraltar,2023-05-07
Muhammad Waseem,60,1,43,5,3,139.53,2,Saudi Arabia,Doha,2023-09-17
Meet Bhavsar,60,1,41,6,0,146.34,2,Maldives,Doha,2023-09-29
Babar Hayat,60,1,20,5,5,300.0,1,U.A.E.,Mulpani,2023-10-25
S Muniandy,60,1,48,8,0,125.0,1,Singapore,Kirtipur,2023-11-02
RB Patel,60,1,52,9,0,115.38,2,Nigeria,Windhoek,2023-11-27
S Dube,60,1,40,5,2,150.0,2,Afghanistan,Mohali,2024-01-11
P Nissanka,60,1,30,8,2,200.0,2,Afghanistan,Dambulla,2024-02-21
Shayan Jahangir,60,1,34,6,2,176.47,2,Nepal,Dallas,2024-10-17
Mohammad Ahnaff,60,1,50,6,1,120.0,1,Bahrain,Doha,2024-11-25
R Nehonde,60,1,43,3,2,139.53,2,Nigeria,Rwanda,2024-12-05
Muhammad Asim,60,1,47,9,0,127.65,1,Saudi Arabia,ICCA Dubai,2024-12-15
Jaskaran Singh,60,1,26,5,4,230.76,1,U.S.A.,George Town,2025-04-27
Fiaz Ahmed,60,1,39,2,5,153.84,2,Tanzania,Blantyre,2025-07-10
MM Baig,60,1,31,3,4,193.54,1,Saudi Arabia,Doha,2025-07-22
Esam Rahman,60,1,47,1,3,127.65,1,Qatar,Al Amerat,2025-10-15
J Mosca,60,1,44,5,3,136.36,2,Nepal,Wankhede,2026-02-12
Zeeshan Ali,60,1,47,9,0,127.65,2,Kuwait,Mong Kok,2026-02-25
Litton Das,60,0,44,4,2,136.36,1,Afghanistan,Mirpur,2022-03-03
B Arora,60,0,48,5,1,125.0,1,Hungary,Marsa,2022-05-10
Basil George,60,0,36,6,2,166.66,1,Hungary,Marsa,2022-05-10
A Balbirnie,60,0,37,3,7,162.16,2,India,Dublin (Malahide),2022-06-28
Nizakat Khan,60,0,55,7,1,109.09,1,Netherlands,Bulawayo,2022-07-12
G Burrows,60,0,46,8,0,130.43,1,Serbia,Vantaa,2022-07-13
BKG Mendis,60,0,37,4,3,162.16,2,Bangladesh,Dubai (DICS),2022-09-01
V Kohli,60,0,44,4,1,136.36,1,Pakistan,Dubai (DICS),2022-09-04
JP Kaltapau,60,0,46,5,1,130.43,1,Cook Islands,Port vila,2022-09-15
K Nassoro,60,0,46,7,2,130.43,1,Malawi,Benoni,2022-09-20
GD Phillips,60,0,24,2,5,250.0,1,Bangladesh,Christchurch,2022-10-12
Litton Das,60,0,27,7,3,222.22,2,India,Adelaide,2022-11-02
I Liyanage,60,0,36,6,3,166.66,2,Singapore,Bangi,2022-12-15
C Veretaki,60,0,41,8,2,146.34,1,Samoa,Suva,2023-03-14
Iftikhar Ahmed,60,0,24,3,6,250.0,2,New Zealand,Lahore,2023-04-17
T Tshose,60,0,28,7,2,214.28,1,Eswatini,Benoni,2023-05-29
RD Berrington,60,0,31,6,3,193.54,1,Germany,Edinburgh (Golden),2023-07-20
K Kadowaki-Fleming,60,0,37,2,4,162.16,1,Philippines,Port Moresby,2023-07-22
RD Berrington,60,0,32,4,4,187.5,1,Denmark,Edinburgh,2023-07-27
A Sharma,60,0,43,9,1,139.53,2,New Zealand,Dubai (DICS),2023-08-17
K Irakoze,60,0,33,7,3,181.81,2,Tanzania,Rwanda,2023-08-21
S Ssesazi,60,0,47,6,2,127.65,1,Tanzania,Rwanda,2023-08-24
L Yamamoto-Lake,60,0,36,6,3,166.66,1,Hong Kong,Hangzhou,2023-10-01
N Davin,60,0,44,6,2,136.36,1,Zimbabwe,Windhoek,2023-10-25
S Ssesazi,60,0,50,5,2,120.0,1,Kenya,Windhoek,2023-11-29
SC Williams,60,0,26,4,5,230.76,1,Kenya,Windhoek,2023-11-30
YBK Jaiswal,60,0,41,6,3,146.34,1,South Africa,Johannesburg,2023-12-14
Imran Anwar,60,0,22,2,7,272.72,2,U.A.E.,Al Amerat,2024-04-13
Zeeshan Khan,60,0,37,6,4,162.16,1,Belgium,Dreux,2024-05-11
MP O'Dowd,60,0,41,3,3,146.34,2,Ireland,The Hague,2024-05-24
Aqib Iqbal,60,0,34,7,3,176.47,1,Belgium,Lower Austria,2024-05-25
B McMullen,60,0,34,2,6,176.47,1,Australia,Gros Islet,2024-06-15
Sahil Chauhan,60,0,22,3,6,272.72,1,Cyprus,Episkopi,2024-06-19
Rahmanullah Gurbaz,60,0,49,4,4,122.44,1,Australia,Kingstown,2024-06-22
SI Runsewe,60,0,51,5,1,117.64,1,Kenya,Nairobi,2024-07-16
Luqman Butt,60,0,31,5,4,193.54,2,Thailand,Doha,2024-11-20
SI Runsewe,60,0,51,6,0,117.64,1,St Helena,Abuja,2024-11-23
AP Yadav,60,0,51,7,1,117.64,1,Saudi Arabia,Doha,2024-11-26
P Baron,60,0,37,8,1,162.16,2,Suriname,Buenos Aires,2024-12-11
R Powell,60,0,35,5,4,171.42,2,Bangladesh,Kingstown,2024-12-15
Mohammad Nadeem,60,0,49,4,1,122.44,1,Saudi Arabia,ICCA Dubai,2024-12-18
K Kadowaki-Fleming,60,0,46,7,1,130.43,1,Cook Islands,Sano,2025-05-14
JL Smith,60,0,26,4,5,230.76,1,West Indies,Southampton,2025-06-10
K Hinds,60,0,47,3,5,127.65,2,Cayman,King City (NW),2025-06-15
Sami Sohail,60,0,52,3,2,115.38,1,Bahrain,Rwanda,2025-07-20
RL Chase,60,0,32,9,2,187.5,1,Australia,Kingston,2025-07-20
A Athanaze,60,0,40,8,1,150.0,2,Pakistan,Lauderhill,2025-08-03
Mohammad Nabi,60,0,22,3,6,272.72,1,Sri Lanka,Abu Dhabi,2025-09-18
DM Gondaria,60,0,53,7,0,113.2,1,Tanzania,Harare,2025-10-04
K Kadowaki-Fleming,60,0,46,5,3,130.43,1,Nepal,Al Amerat,2025-10-10
RR Hendricks,60,0,40,5,1,150.0,1,Pakistan,Rawalpindi,2025-10-28
Ibrahim Zadran,60,0,49,7,0,122.44,1,Zimbabwe,Harare,2025-11-02
Muhammad Asim,60,0,40,6,4,150.0,1,Sierra Leone,Abuja,2025-12-06
P Rathnayake,60,0,28,8,1,214.28,1,Oman,Pallekele,2026-02-12
BAD Manenti,60,0,25,4,6,240.0,2,England,Eden Gardens,2026-02-16
Yasim Murtaza,60,0,30,3,5,200.0,1,Kuwait,Mong Kok,2026-02-26
MJ Richardson,59,1,42,4,2,140.47,2,Philippines,Al Amerat,2022-02-24
Hazratullah Zazai,59,1,45,3,5,131.11,2,Bangladesh,Mirpur,2022-03-05
Virandeep Singh,59,1,52,2,2,113.46,1,P.N.G.,Kirtipur,2022-03-29
MG Erasmus,59,1,43,4,1,137.2,2,Zimbabwe,Bulawayo,2022-05-22
GP Meade,59,1,24,5,4,245.83,1,Croatia,Kerava,2022-07-16
V Kohli,59,1,44,1,3,134.09,1,Hong Kong,Dubai (DICS),2022-08-31
MP Stoinis,59,1,18,4,6,327.77,2,Sri Lanka,Perth,2022-10-25
DA Miller,59,1,46,4,3,128.26,2,India,Perth,2022-10-30
DK Mathias,59,1,57,5,2,103.5,2,Canada,Al Amerat,2022-11-17
Muhammed Manga,59,1,57,1,3,103.5,1,Cameroon,Kigali,2022-12-09
Syed Aziz,59,1,23,6,4,256.52,1,Singapore,Bangi,2022-12-18
DJ Mitchell,59,1,30,3,5,196.66,1,India,Ranchi,2023-01-27
DMW Rawlins,59,1,43,4,3,137.2,1,Cayman,Buenos Aires,2023-02-25
C Webster,59,1,48,3,2,122.91,2,Austria,Castletown,2023-07-09
Usman Khan,59,1,37,11,0,159.45,1,Switzerland,Marsa,2023-07-14
S Ssesazi,59,1,40,6,2,147.5,2,Rwanda,Rwanda,2023-08-31
Haider Butt,59,1,43,5,2,137.2,1,U.A.E.,Mulpani,2023-10-30
MB Kruger,59,1,48,6,2,122.91,1,Nepal,Kirtipur,2024-02-27
Syed Aziz,59,1,38,2,4,155.26,2,Kuwait,Kuala Lumpur,2024-03-09
DA Miller,59,1,51,3,4,115.68,2,Netherlands,New York,2024-06-08
E Solomon,59,1,46,5,0,128.26,2,Luxembourg,Spinaceto,2024-06-16
I Niyomugabo,59,1,47,5,1,125.53,2,Nigeria,Rwanda,2024-12-09
M Raikes,59,1,37,6,2,159.45,2,Turkey,Sofia,2025-07-11
DP Conway,59,1,40,4,2,147.5,2,Zimbabwe,Harare,2025-07-18
Asif Ali,59,1,45,2,3,131.11,2,Malawi,Rwanda,2025-07-19
HH Pandya,59,1,28,6,4,210.71,1,South Africa,Cuttack,2025-12-09
Anjar Tadarus,59,1,35,4,3,168.57,2,Cambodia,Bali,2025-12-24
R Ravindra,59,1,39,4,3,151.28,2,Canada,Chennai,2026-02-17
S Bau,59,0,38,1,6,155.26,2,Nepal,Kirtipur,2022-04-04
P Heron,59,0,40,3,3,147.5,1,Bahamas,George Town,2022-04-17
IA De Silva,59,0,45,5,2,131.11,2,Czech Rep.,Marsa,2022-05-12
Manpreet Singh,59,0,37,4,3,159.45,2,Jersey,Bulawayo,2022-07-14
Usman Ghani,59,0,42,6,2,140.47,1,Ireland,Belfast,2022-08-09
G Malla,59,0,44,5,2,134.09,1,Kenya,Nairobi (Gym),2022-08-30
KS Williamson,59,0,38,4,2,155.26,1,Pakistan,Christchurch,2022-10-14
DP Conway,59,0,49,5,2,120.4,1,India,Napier,2022-11-22
V Aravind,59,0,53,7,1,111.32,1,Afghanistan,Abu Dhabi,2023-02-19
AE Paraam,59,0,39,5,1,151.28,1,Indonesia,Phnom Penh,2023-05-11
A Vala,59,0,39,5,2,151.28,1,Philippines,Port Moresby,2023-07-28
S Pradhan,59,0,41,9,1,143.9,1,China,Kuala Lumpur,2023-07-30
J Butler,59,0,46,5,3,128.26,2,Germany,Deventer,2023-08-14
Zeeshan Khan,59,0,50,4,1,118.0,2,Romania,Ilfov County,2023-08-19
II Selemani,59,0,29,2,6,203.44,2,Uganda,Rwanda,2023-08-21
Hamza Khan,59,0,44,6,3,134.09,1,Sierra Leone,Lagos,2023-10-06
Anshuman Rath,59,0,47,8,0,125.53,2,U.A.E.,Mulpani,2023-11-02
Ibrahim Zadran,59,0,43,4,2,137.2,1,U.A.E.,Sharjah,2023-12-29
BKG Mendis,59,0,36,6,3,163.88,1,Bangladesh,Sylhet,2024-03-04
K Bhurtel,59,0,39,4,4,151.28,1,P.N.G.,Mong Kok,2024-03-12
RG Mukasa,59,0,45,5,2,131.11,1,Kenya,Accra,2024-03-17
Mohammad Nabi,59,0,38,6,3,155.26,1,Ireland,Sharjah,2024-03-17
Nizakat Khan,59,0,37,2,4,159.45,1,Qatar,Al Amerat,2024-04-12
TC Barker,59,0,40,10,0,147.5,1,Turkey,Spinaceto,2024-06-12
MP Stoinis,59,0,29,9,2,203.44,2,Scotland,Gros Islet,2024-06-15
S Burdekin,59,0,49,4,2,120.4,1,Estonia,Episkopi,2024-06-18
GJ Maxwell,59,0,41,6,3,143.9,2,Afghanistan,Kingstown,2024-06-22
O Manishimwe,59,0,49,9,0,120.4,2,Malawi,Nairobi,2024-06-28
Walid Ghauri,59,0,36,5,3,163.88,1,Sweden,Krefeld,2024-07-08
HAM Shah,59,0,45,8,0,131.11,1,Greece,Port Soif,2024-08-22
Meet Bhavsar,59,0,47,4,3,125.53,1,Malaysia,Kuala Lumpur,2024-08-25
Sazib Bhuiyan,59,0,42,9,0,140.47,1,Greece,Castel,2024-08-27
Syed Aziz,59,0,43,5,3,137.2,1,Maldives,Kuala Lumpur,2024-08-30
B McMullen,59,0,42,4,4,140.47,2,Australia,Edinburgh,2024-09-06
TM Head,59,0,23,8,4,256.52,1,England,Southampton,2024-09-11
KIC Asalanka,59,0,35,9,0,168.57,1,West Indies,Dambulla,2024-10-13
Muhammad Umar,59,0,44,5,2,134.09,2,U.A.E.,ICCA Dubai,2024-12-16
MG Bracewell,59,0,33,4,4,178.78,1,Sri Lanka,Mount Maunganui,2024-12-28
Tanzid Hasan,59,0,33,8,3,178.78,1,U.A.E.,Sharjah,2025-05-19
D Norotam,59,0,28,4,5,210.71,2,Belgium,Zemst,2025-05-31
Ahmed Hassan,59,0,29,0,7,203.44,1,Estonia,Tallinn,2025-08-03
R Satheesan,59,0,38,7,2,155.26,1,Czech Rep.,Ilfov County,2025-08-22
Litton Das,59,0,39,6,1,151.28,2,Hong Kong,Abu Dhabi,2025-09-11
K Mishara,59,0,47,2,4,125.53,1,Pakistan,Rawalpindi,2025-11-29
AK Markram,59,0,32,10,1,184.37,1,Canada,Ahmedabad,2026-02-09
Q de Kock,59,0,41,5,3,143.9,1,Afghanistan,Ahmedabad,2026-02-11
R Powell,59,0,35,4,4,168.57,1,Zimbabwe,Wankhede,2026-02-23
TS Bharaj,58,1,43,8,2,134.88,2,Portugal,Waterloo,2022-07-04
GH Dockrell,58,1,37,6,2,156.75,2,Afghanistan,Belfast,2022-08-12
I Liyanage,58,1,39,8,1,148.71,2,Singapore,Bangi,2022-12-19
Virandeep Singh,58,1,52,5,2,111.53,2,Kuwait,Mong Kok,2023-03-08
L Bruce,58,1,53,7,1,109.43,1,Portugal,Gibraltar,2023-05-07
Ahmed Hassan,58,1,33,6,4,175.75,2,Malta,Marsa,2023-07-15
Anoop Orsu,58,1,29,4,4,200.0,2,France,Marsa,2023-07-15
Abdul Waheed,58,1,38,9,1,152.63,2,Thailand,Bangkok,2024-02-13
Tanzid Hasan,58,1,42,5,3,138.09,2,U.S.A.,Prairie View,2024-05-25
IDM Latin,58,1,38,5,2,152.63,2,Germany,Krefeld,2024-07-08
Shubman Gill,58,1,39,6,2,148.71,2,Zimbabwe,Harare,2024-07-13
JG Bethell,58,1,36,5,2,161.11,2,West Indies,Bridgetown,2024-11-09
Hamid Safi,58,1,18,2,7,322.22,1,Slovenia,Latschach,2025-05-17
Razmal Shigiwal,58,1,24,6,4,241.66,2,Hungary,Ilfov County,2025-06-27
ASF Sirah,58,1,38,6,2,152.63,2,Indonesia,Bali,2025-07-10
R Obuya,58,1,39,3,2,148.71,1,Nigeria,Entebbe,2025-07-18
AN Lascu,58,1,30,6,4,193.33,2,Hungary,Szodliget,2025-07-25
S Ssesazi,58,0,47,2,2,123.4,2,Namibia,Windhoek,2022-04-10
Talha Khan,58,0,45,2,3,128.88,1,Sweden,Krefeld,2022-06-11
IA De Silva,58,0,36,8,3,161.11,2,Serbia,Sofia,2022-06-25
A Dizija,58,0,44,6,3,131.81,1,Bulgaria,Sofia,2022-06-26
HAM Shah,58,0,48,7,1,120.83,2,Belgium,Waterloo,2022-07-01
SR Taylor,58,0,31,7,2,187.09,1,Singapore,Bulawayo,2022-07-12
JS Malhotra,58,0,33,2,4,175.75,1,Singapore,Bulawayo,2022-07-12
Muhammad Waseem,58,0,34,3,5,170.58,1,Singapore,Al Amerat,2022-08-22
Yasim Murtaza,58,0,43,7,1,134.88,2,U.A.E.,Al Amerat,2022-08-24
AJ Finch,58,0,53,6,0,109.43,2,West Indies,Carrara,2022-10-05
CR Ervine,58,0,54,6,0,107.4,2,Scotland,Hobart,2022-10-21
A Yon,58,0,36,8,1,161.11,1,Lesotho,Kigali,2022-11-22
Usman Khan,58,0,43,7,2,134.88,1,Malta,Marsa,2023-07-10
Jaspal Singh,58,0,37,3,5,156.75,1,Switzerland,Marsa,2023-07-15
RD Gaikwad,58,0,43,6,1,134.88,1,Ireland,Dublin (Malahide),2023-08-20
AR Patwa,58,0,34,6,3,170.58,2,Rwanda,Rwanda,2023-08-22
R Sandaruwan,58,0,41,3,3,141.46,2,Saudi Arabia,Doha,2023-09-15
A Sharma,58,0,44,8,1,131.81,1,Qatar,Doha,2023-09-20
Abdul Waheed,58,0,35,4,3,165.71,1,Maldives,Doha,2023-09-28
Ishan Kishan,58,0,39,2,5,148.71,2,Australia,Visakhapatnam,2023-11-23
RD Gaikwad,58,0,43,3,2,134.88,1,Australia,Thiruvananthapuram,2023-11-26
Sikandar Raza,58,0,36,6,4,161.11,1,Rwanda,Windhoek,2023-11-27
Babar Azam,58,0,37,8,1,156.75,2,New Zealand,Dunedin,2024-01-17
MG Erasmus,58,0,56,5,1,103.57,2,Oman,Al Amerat,2024-04-02
Towhid Hridoy,58,0,47,4,2,123.4,1,U.S.A.,Prairie View,2024-05-21
JA Burns,58,0,42,2,4,138.09,1,Luxembourg,Spinaceto,2024-06-09
AM Tribe,58,0,37,2,3,156.75,2,Denmark,Brondby,2024-06-16
H Singh,58,0,33,3,5,175.75,1,Gibraltar,Krefeld,2024-07-08
Choudry Share Ali,58,0,27,2,6,214.81,2,Germany,Krefeld,2024-07-09
SV Samson,58,0,45,1,4,128.88,1,Zimbabwe,Harare,2024-07-14
SA Yadav,58,0,26,8,2,223.07,1,Sri Lanka,Pallekele,2024-07-27
S Gooch,58,0,50,6,1,116.0,2,Bulgaria,Port Soif,2024-08-24
VS Padhaal,58,0,39,5,2,148.71,1,Bulgaria,Port Soif,2024-08-27
Azyan Farhath,58,0,55,4,2,105.45,1,Bhutan,Gelephu,2024-10-20
R Chopra,58,0,36,6,2,161.11,1,Saudi Arabia,Doha,2024-11-20
AR Ramjani,58,0,35,3,4,165.71,1,Botswana,Rwanda,2024-12-04
Ahmer Bin,58,0,42,6,2,138.09,1,U.A.E.,ICCA Dubai,2024-12-13
Darwish Rasooli,58,0,42,6,1,138.09,1,Zimbabwe,Harare,2024-12-13
VP Thamotharam,58,0,34,5,4,170.58,1,Austria,Marsa,2025-02-05
Fiaz Ahmed,58,0,52,5,2,111.53,2,Singapore,Singapore,2025-03-02
Anshuman Rath,58,0,42,7,1,138.09,1,Qatar,Mong Kok,2025-04-10
Mehboob Ali,58,0,25,7,4,232.0,1,Estonia,Marsa,2025-05-06
R Dianish,58,0,35,6,3,165.71,1,Estonia,Marsa,2025-05-07
Walid Ghauri,58,0,43,7,1,134.88,1,Czech Rep.,Vinor,2025-06-10
RR Patel,58,0,49,7,1,118.36,2,Uganda,Entebbe,2025-07-21
Zain Ul Abidin,58,0,33,0,7,175.75,2,Qatar,Doha,2025-07-22
Towhid Hridoy,58,0,37,4,2,156.75,2,Sri Lanka,Dubai (DICS),2025-09-20
Sahibzada Farhan,58,0,45,5,3,128.88,1,India,Dubai (DICS),2025-09-21
MG Erasmus,58,0,32,5,3,181.25,1,Kenya,Harare,2025-09-26
MDKJ Perera,58,0,32,8,1,181.25,2,India,Dubai (DICS),2025-09-26
A Sharafu,58,0,40,3,5,145.0,2,Nepal,Al Amerat,2025-10-12
RK Paudel,58,0,42,7,1,138.09,1,Qatar,Al Amerat,2025-10-13
Asif Ali,58,0,40,5,4,145.0,2,Bhutan,Gelephu,2025-12-08
SM Curran,58,0,48,6,1,120.83,1,Sri Lanka,Pallekele,2026-02-03
DS Airee,58,0,47,3,3,123.4,1,West Indies,Wankhede,2026-02-15
L Steenkamp,58,0,39,5,3,148.71,2,U.S.A.,Chennai,2026-02-15
P Rathnayake,58,0,37,4,3,156.75,2,Pakistan,Pallekele,2026-02-28
TL Seifert,58,0,33,7,2,175.75,2,South Africa,Eden Gardens,2026-03-04
Syed Aziz,58,0,46,2,4,126.08,1,Bahrain,Kuala Lumpur,2026-03-07
SS Iyer,57,1,28,5,2,203.57,1,Sri Lanka,Lucknow,2022-02-24
Riazat Ali Shah,57,1,43,4,3,132.55,2,Namibia,Windhoek,2022-04-09
Saim Hussain,57,1,27,6,4,211.11,2,Serbia,Sofia,2022-06-25
A Mansale,57,1,37,4,2,154.05,1,Fiji,Port vila,2022-09-09
L Yamamoto-Lake,57,1,42,5,2,135.71,1,Indonesia,Sano,2022-10-10
Faisal Mubashir,57,1,50,8,0,114.0,2,Jersey,Edinburgh,2023-07-25
Virandeep Singh,57,1,53,2,2,107.54,2,Oman,Kirtipur,2023-10-30
KH Prajapati,57,1,44,6,2,129.54,2,Bahrain,Kirtipur,2023-11-03
JN Frylinck,57,1,41,5,1,139.02,2,Kenya,Windhoek,2023-11-27
SKA Awiah,57,1,40,7,1,142.5,1,Gambia,Benoni,2023-12-10
S Chandramohan,57,1,31,7,3,183.87,2,Japan,Bangkok,2024-02-11
KH Prajapati,57,1,49,3,2,116.32,2,P.N.G.,Al Amerat,2024-03-06
Khizer Ahmed,57,1,40,9,0,142.5,2,Finland,Kerava,2024-06-16
Usman Patel,57,1,38,7,0,150.0,2,Malaysia,Kuala Lumpur,2024-09-05
Azyan Farhath,57,1,58,3,3,98.27,2,Thailand,Gelephu,2024-10-22
Tenjin Rabgey,57,1,55,4,2,103.63,1,Indonesia,Gelephu,2024-10-22
XSD Smith,57,1,29,3,4,196.55,2,Cayman,Buenos Aires,2024-12-10
LF Muller,57,1,39,5,3,146.15,2,Panama,Buenos Aires,2024-12-12
M Simpson-Parker,57,1,41,3,3,139.02,2,Malta,Marsa,2025-02-03
MJ Scotland,57,1,57,3,0,100.0,1,U.S.A.,George Town,2025-04-26
SR Bhudia,57,1,29,4,4,196.55,2,Nigeria,Harare,2025-09-30
Ibrahim Zadran,57,1,51,7,0,111.76,2,Zimbabwe,Harare,2025-10-31
SA Yadav,57,1,26,6,3,219.23,2,New Zealand,Guwahati,2026-01-25
SE Rutherford,57,1,24,5,4,237.5,1,South Africa,Centurion,2026-01-29
PD Salt,57,0,24,3,5,237.5,2,West Indies,Bridgetown,2022-01-26
Shoaib Khan,57,0,38,9,0,150.0,1,Ireland,Al Amerat,2022-02-12
Aasif Sheikh,57,0,38,7,1,150.0,2,Malaysia,Kirtipur,2022-03-30
VP Thamotharam,57,0,25,3,6,228.0,2,Belgium,Gent,2022-06-11
Iqbal Hossain,57,0,45,4,5,126.66,1,Sweden,Krefeld,2022-06-11
Najibullah Zadran,57,0,46,6,1,123.91,1,Zimbabwe,Harare,2022-06-12
RD Gaikwad,57,0,35,7,2,162.85,1,South Africa,Visakhapatnam,2022-06-14
VP Thamotharam,57,0,41,5,3,139.02,2,Portugal,Gent,2022-06-29
BA King,57,0,43,7,1,132.55,1,Bangladesh,Roseau,2022-07-03
Ahmed Faiz,57,0,30,4,4,190.0,1,Maldives,Bangi,2022-07-09
Mirza Ahsan,57,0,28,6,3,203.57,2,Czech Rep.,Vinor,2022-07-09
SC Williams,57,0,39,7,0,146.15,1,Jersey,Bulawayo,2022-07-12
RR Hendricks,57,0,33,9,1,172.72,2,England,Bristol,2022-07-27
BKG Mendis,57,0,37,4,3,154.05,2,India,Dubai (DICS),2022-09-06
KL Rahul,57,0,28,5,4,203.57,1,South Africa,Guwahati,2022-10-02
Mohammad Rizwan,57,0,43,5,0,132.55,2,New Zealand,Sydney,2022-11-09
Aman Desai,57,0,43,5,2,132.55,1,Qatar,Bangi,2022-12-23
P Baron,57,0,68,8,0,83.82,2,Bermuda,Buenos Aires,2023-02-22
Anshuman Rath,57,0,42,9,0,135.71,1,Kuwait,Mong Kok,2023-03-09
Razmal Shigiwal,57,0,39,8,0,146.15,1,Isle of Man,Castletown,2023-07-09
AP Rajeevan,57,0,48,5,0,118.75,1,Rwanda,Rwanda,2023-08-21
DS Airee,57,0,34,6,2,167.64,1,Hong Kong,Mulpani,2023-10-21
R Obuya,57,0,38,7,1,150.0,1,Kenya,Benoni,2023-12-19
KS Williamson,57,0,42,9,0,135.71,1,Pakistan,Auckland,2024-01-12
Babar Azam,57,0,35,6,2,162.85,2,New Zealand,Auckland,2024-01-12
Gulbadin Naib,57,0,35,5,4,162.85,1,India,Indore,2024-01-14
Kashif Siddique,57,0,23,9,3,247.82,1,Bhutan,Bangkok,2024-02-15
Sarfaraz Ali,57,0,41,6,3,139.02,2,Kuwait,Kuala Lumpur,2024-03-05
AGS Gous,57,0,35,3,4,162.85,1,Canada,Prairie View,2024-04-09
Waji Ul Hassan,57,0,40,3,4,142.5,2,Qatar,Al Amerat,2024-04-16
Towhid Hridoy,57,0,38,3,2,150.0,1,Zimbabwe,Chattogram,2024-05-07
Babar Azam,57,0,43,8,1,132.55,1,Ireland,Dublin,2024-05-10
V Ravindran,57,0,46,8,0,123.91,2,Portugal,Rome,2024-06-09
SKS Gill,57,0,48,9,0,118.75,1,Israel,Spinaceto,2024-06-16
RG Sharma,57,0,39,6,2,146.15,1,England,Providence,2024-06-27
Mohammad Ihsan,57,0,32,3,5,178.12,1,Croatia,Zagreb,2024-08-04
Nizakat Khan,57,0,35,3,3,162.85,1,Kuwait,Kuala Lumpur,2024-08-21
A Parima,57,0,39,5,3,146.15,2,Fiji,Apia (No 2),2024-08-24
R Sandaruwan,57,0,32,4,4,178.12,1,Mongolia,Kuala Lumpur,2024-08-30
K Kadowaki-Fleming,57,0,29,5,3,196.55,1,Indonesia,Incheon,2024-10-01
RM Dorji,57,0,41,3,4,139.02,1,Indonesia,Gelephu,2024-10-22
Usman Khalid,57,0,40,4,3,142.5,1,U.A.E.,ICCA Dubai,2024-12-19
